;period_2;NAME;UPDATETIME;VALTODAY;VALTODAY_USD;NUMTRADES
320;2021-April-5;stock;2021-04-05 23:50:36;1563212,69587;20548,7423444;1995449,0
321;2021-April-5;currency;2021-04-05 23:49:59;1225922,1501;16114,990917899999;375509,0
322;2021-April-5;futures;2021-04-05 18:44:59;475479,015397;6250,2663926800005;1215480,0
323;2021-April-5;commodity;2021-04-05 07:00:00;nan;nan;nan
324;2021-April-5;TOTALS;2021-04-05 23:50:36;3264613,86136;42913,999655;3586438,0
325;2021-April-6;stock;2021-04-06 23:50:34;1468401,77339;19168,4346935;2059571,0
326;2021-April-6;currency;2021-04-06 23:49:59;1606150,87229;20966,603733;445634,0
327;2021-April-6;futures;2021-04-06 18:44:59;743926,281531;9711,17210752;1888967,0
328;2021-April-6;commodity;2021-04-06 07:00:00;nan;nan;nan
329;2021-April-6;TOTALS;2021-04-06 23:50:34;3818478,92721;49846,2105341;4394172,0
330;2021-April-7;stock;2021-04-07 23:50:38;1935861,46765;25345,0693721;1936452,0
331;2021-April-7;currency;2021-04-07 23:49:59;1737834,33196;22752,419239;499208,0
332;2021-April-7;futures;2021-04-07 18:44:59;840096,30819;10998,8754702;2169089,0
333;2021-April-7;commodity;2021-04-07 07:00:00;nan;nan;nan
334;2021-April-7;TOTALS;2021-04-07 23:50:38;4513792,1078;59096,3640813;4604749,0
335;2021-April-8;stock;2021-04-08 23:50:38;1603355,62919;20615,8387768;1658907,0
336;2021-April-8;currency;2021-04-08 23:49:58;1540363,47354;19805,8898787;396460,0
337;2021-April-8;futures;2021-04-08 18:44:59;678998,957507;8730,52290007;1781607,0
338;2021-April-8;commodity;2021-04-08 07:00:00;nan;nan;nan
339;2021-April-8;TOTALS;2021-04-08 23:50:38;3822718,06023;49152,2515556;3836974,0
340;2021-April-9;stock;2021-04-09 23:50:03;1690451,93619;21925,1338333;1822597,0
341;2021-April-9;currency;2021-04-09 23:49:58;1613313,11727;20924,6446195;386279,0
342;2021-April-9;futures;2021-04-09 18:44:59;536723,299153;6961,29237006;1395636,0
343;2021-April-9;commodity;2021-04-09 07:00:00;nan;nan;nan
344;2021-April-9;TOTALS;2021-04-09 23:50:03;3840488,35262;49811,0708228;3604512,0
345;2021-April-12;stock;2021-04-12 23:50:03;1799267,73762;23316,9366393;2134016,0
346;2021-April-12;currency;2021-04-12 23:49:59;1498021,46115;19413,0482993;407251,0
347;2021-April-12;futures;2021-04-12 18:44:59;642041,437171;8320,29563875;1657783,0
348;2021-April-12;commodity;2021-04-12 07:00:00;nan;nan;nan
349;2021-April-12;TOTALS;2021-04-12 23:50:03;3939330,63594;51050,2805773;4199050,0
350;2021-April-13;stock;2021-04-13 23:50:03;2099513,31743;27086,8595367;2085225,0
351;2021-April-13;currency;2021-04-13 23:49:59;1598524,7243;20623,3579532;478879,0
352;2021-April-13;futures;2021-04-13 18:44:59;620276,779454;8002,49746426;1633900,0
353;2021-April-13;commodity;2021-04-13 07:00:00;nan;nan;nan
354;2021-April-13;TOTALS;2021-04-13 23:50:03;4318314,82119;55712,7149542;4198004,0
355;2021-April-14;stock;2021-04-14 23:50:35;2630149,88798;34045,705217;2150687,0
356;2021-April-14;currency;2021-04-14 23:49:58;1500598,93336;19424,3488432;460567,0
357;2021-April-14;futures;2021-04-14 18:44:59;634092,436721;8207,94445198;1779868,0
358;2021-April-14;commodity;2021-04-14 07:00:00;nan;nan;nan
359;2021-April-14;TOTALS;2021-04-14 23:50:35;4764841,25806;61677,9985121;4391122,0
360;2021-April-15;stock;2021-04-15 23:50:03;1928222,27127;25477,748799200002;2077904,0
361;2021-April-15;currency;2021-04-15 23:49:58;1919104,1452;25357,270299900003;520693,0
362;2021-April-15;futures;2021-04-15 18:44:59;964644,974416;12745,9280524;2454557,0
363;2021-April-15;commodity;2021-04-15 07:00:00;nan;nan;nan
364;2021-April-15;TOTALS;2021-04-15 23:50:03;4811971,39088;63580,9471514;5053154,0
365;2021-April-16;stock;2021-04-16 23:50:03;1716242,76857;22294,426254;2031896,0
366;2021-April-16;currency;2021-04-16 23:49:58;1608350,98606;20892,8847981;472518,0
367;2021-April-16;futures;2021-04-16 18:44:59;577168,077575;7497,55884032;1624182,0
368;2021-April-16;commodity;2021-04-16 07:00:00;nan;nan;nan
369;2021-April-16;TOTALS;2021-04-16 23:50:03;3901761,83221;50684,8698924;4128596,0
370;2021-April-19;stock;2021-04-19 23:50:07;1693524,98288;22414,9110615;2084546,0
371;2021-April-19;currency;2021-04-19 23:49:59;1397960,29966;18502,919119;422842,0
372;2021-April-19;futures;2021-04-19 20:07:11;492076,204514;6512,9504856;1426146,0
373;2021-April-19;commodity;2021-04-19 07:00:00;nan;nan;nan
374;2021-April-19;TOTALS;2021-04-19 23:50:07;3583561,48706;47430,7806661;3933534,0
375;2021-April-20;stock;2021-04-20 23:50:35;1811525,0313;23757,985750599997;2086317,0
376;2021-April-20;currency;2021-04-20 23:49:59;1534100,66183;20119,5904192;486670,0
377;2021-April-20;futures;2021-04-20 18:44:59;688081,356752;9024,12430772;1825363,0
378;2021-April-20;commodity;2021-04-20 07:00:00;nan;nan;nan
379;2021-April-20;TOTALS;2021-04-20 23:50:35;4033707,04988;52901,7004775;4398350,0
380;2021-April-21;stock;2021-04-21 23:50:39;2137790,46162;28123,086234;1908680,0
381;2021-April-21;currency;2021-04-21 23:49:59;1489726,52613;19597,6679246;416813,0
382;2021-April-21;futures;2021-04-21 18:44:59;657504,015029;8649,60455472;1868984,0
383;2021-April-21;commodity;2021-04-21 07:00:00;nan;nan;nan
384;2021-April-21;TOTALS;2021-04-21 23:50:39;4285021,00278;56370,358713400004;4194477,0
385;2021-April-22;stock;2021-04-22 23:50:32;1960856,13141;25525,4001105;2038996,0
386;2021-April-22;currency;2021-04-22 23:49:59;1635280,10663;21287,2216099;613876,0
387;2021-April-22;futures;2021-04-22 18:44:59;697739,591709;9082,80927195;1861869,0
388;2021-April-22;commodity;2021-04-22 07:00:00;nan;nan;nan
389;2021-April-22;TOTALS;2021-04-22 23:50:32;4293875,82975;55895,430992400004;4514741,0
390;2021-April-23;stock;2021-04-23 23:50:36;2059415,87675;26948,0511;1870181,0
391;2021-April-23;currency;2021-04-23 23:49:59;1705391,60147;22315,5412857;504292,0
392;2021-April-23;futures;2021-04-23 18:44:59;619782,151482;8110,02832287;1698780,0
393;2021-April-23;commodity;2021-04-23 07:00:00;nan;nan;nan
394;2021-April-23;TOTALS;2021-04-23 23:50:36;4384589,62971;57373,6207086;4073253,0
395;2021-April-26;stock;2021-04-26 23:50:13;2583372,22977;34403,9993684;2306161,0
396;2021-April-26;currency;2021-04-26 23:49:59;1553331,04679;20686,4499574;412097,0
397;2021-April-26;futures;2021-04-26 18:44:59;510407,501462;6797,33998668;1388874,0
398;2021-April-26;commodity;2021-04-26 07:00:00;nan;nan;nan
399;2021-April-26;TOTALS;2021-04-26 23:50:13;4647110,77802;61887,7893125;4107132,0
400;2021-April-27;stock;2021-04-27 23:50:12;2550302,52751;34109,5458954;2162677,0
401;2021-April-27;currency;2021-04-27 23:49:59;1490434,01107;19934,116347400002;375138,0
402;2021-April-27;futures;2021-04-27 18:44:59;567018,106247;7583,70032965;1372267,0
403;2021-April-27;commodity;2021-04-27 07:00:00;nan;nan;nan
404;2021-April-27;TOTALS;2021-04-27 23:50:12;4607754,64482;61627,3625725;3910082,0
405;2021-April-28;stock;2021-04-28 23:50:05;2107611,46483;28117,306869099997;2123775,0
406;2021-April-28;currency;2021-04-28 23:49:59;1487348,80505;19842,482104;402816,0
407;2021-April-28;futures;2021-04-28 18:44:59;490882,916898;6548,79034467;1340043,0
408;2021-April-28;commodity;2021-04-28 07:00:00;nan;nan;nan
409;2021-April-28;TOTALS;2021-04-28 23:50:05;4085843,18678;54508,579317699994;3866634,0
410;2021-April-29;stock;2021-04-29 23:50:37;1822868,40643;24324,696171900003;2108987,0
411;2021-April-29;currency;2021-04-29 23:49:59;1492105,02441;19910,9278802;394513,0
412;2021-April-29;futures;2021-04-29 18:44:59;574827,549615;7670,60608782;1530055,0
413;2021-April-29;commodity;2021-04-29 07:00:00;nan;nan;nan
414;2021-April-29;TOTALS;2021-04-29 23:50:37;3889800,98045;51906,2301399;4033555,0
415;2021-April-30;stock;2021-04-30 23:50:34;1923731,28325;25862,7561025;1976385,0
416;2021-April-30;currency;2021-04-30 23:49:59;1504116,77272;20221,4340336;403841,0
417;2021-April-30;futures;2021-04-30 18:44:59;589167,624622;7920,80407062;1461810,0
418;2021-April-30;commodity;2021-04-30 07:00:00;nan;nan;nan
419;2021-April-30;TOTALS;2021-04-30 23:50:34;4017015,68059;54004,9942068;3842036,0
420;2021-May-4;stock;2021-05-04 23:50:35;1382081,22296;18465,887853099997;2261647,0
421;2021-May-4;currency;2021-05-04 23:49:59;1512193,46577;20204,3081748;413823,0
422;2021-May-4;futures;2021-05-04 18:44:59;555783,378889;7425,78176646;1423680,0
423;2021-May-4;commodity;2021-05-04 07:00:00;nan;nan;nan
424;2021-May-4;TOTALS;2021-05-04 23:50:35;3450058,06762;46095,9777944;4099150,0
425;2021-May-5;stock;2021-05-05 23:50:39;1244184,82426;16532,5455974;1751145,0
426;2021-May-5;currency;2021-05-05 23:49:59;1311190,57123;17422,9081428;360143,0
427;2021-May-5;futures;2021-05-05 18:44:59;435033,039313;5780,65526808;1134005,0
428;2021-May-5;commodity;2021-05-05 07:00:00;nan;nan;nan
429;2021-May-5;TOTALS;2021-05-05 23:50:39;2990408,43481;39736,1090083;3245293,0
430;2021-May-6;stock;2021-05-06 23:50:12;1484759,31352;19833,3635693;1864645,0
431;2021-May-6;currency;2021-05-06 23:49:59;1344445,00126;17959,049838;412801,0
432;2021-May-6;futures;2021-05-06 18:44:59;488776,096841;6529,05420049;1242795,0
433;2021-May-6;commodity;2021-05-06 07:00:00;nan;nan;nan
434;2021-May-6;TOTALS;2021-05-06 23:50:12;3317980,41161;44321,467607800005;3520241,0
435;2021-May-7;stock;2021-05-07 23:50:34;1416641,77628;18995,692724;1755513,0
436;2021-May-7;currency;2021-05-07 23:49:58;1403424,91407;18818,4683491;464897,0
437;2021-May-7;futures;2021-05-07 18:44:59;538817,090248;7224,976738779999;1400507,0
438;2021-May-7;commodity;2021-05-07 07:00:00;nan;nan;nan
439;2021-May-7;TOTALS;2021-05-07 23:50:34;3358883,7806;45039,1378119;3620917,0
440;2021-May-10;stock;2021-05-10 23:50:03;350519,105204;4727,97235945;2024870,0
441;2021-May-10;currency;2021-05-10 23:49:59;93945,743287;1267,1859278299999;171433,0
442;2021-May-10;futures;2021-05-10 18:44:59;429151,546771;5788,605017600001;1054317,0
443;2021-May-10;commodity;2021-05-10 07:00:00;nan;nan;nan
444;2021-May-10;TOTALS;2021-05-10 23:50:03;873616,395262;11783,7633049;3250620,0
445;2021-May-11;stock;2021-05-11 23:50:36;2306519,16874;31111,4535967;2126803,0
446;2021-May-11;currency;2021-05-11 23:49:59;1497436,47407;20198,1522671;426899,0
447;2021-May-11;futures;2021-05-11 18:44:59;547862,571657;7389,83712189;1451098,0
448;2021-May-11;commodity;2021-05-11 07:00:00;nan;nan;nan
449;2021-May-11;TOTALS;2021-05-11 23:50:36;4351818,21446;58699,4429857;4004800,0
450;2021-May-12;stock;2021-05-12 23:50:38;1925170,17014;25960,8392788;2050629,0
451;2021-May-12;currency;2021-05-12 23:49:59;1596926,61709;21534,4886853;393607,0
452;2021-May-12;futures;2021-05-12 18:44:59;599973,538955;8090,61809594;1512607,0
453;2021-May-12;commodity;2021-05-12 07:00:00;nan;nan;nan
454;2021-May-12;TOTALS;2021-05-12 23:50:38;4122070,32619;55585,94606;3956843,0
455;2021-May-13;stock;2021-05-13 23:50:35;1808080,94465;24420,326102799998;2048791,0
456;2021-May-13;currency;2021-05-13 23:49:59;1555374,06364;21007,2131772;403085,0
457;2021-May-13;futures;2021-05-13 18:44:59;663819,585828;8965,68862545;1643989,0
458;2021-May-13;commodity;2021-05-13 07:00:00;nan;nan;nan
459;2021-May-13;TOTALS;2021-05-13 23:50:35;4027274,59412;54393,2279054;4095865,0
460;2021-May-14;stock;2021-05-14 23:50:35;1808996,26909;24328,657699400002;1802917,0
461;2021-May-14;currency;2021-05-14 23:49:57;1346387,39003;18107,167218900002;380136,0
462;2021-May-14;futures;2021-05-14 18:44:59;517692,21323;6962,29000828;1303755,0
463;2021-May-14;commodity;2021-05-14 07:00:00;nan;nan;nan
464;2021-May-14;TOTALS;2021-05-14 23:50:35;3673075,87235;49398,1149266;3486808,0
465;2021-May-17;stock;2021-05-17 23:50:05;1611761,67453;21781,5050722;2227934,0
466;2021-May-17;currency;2021-05-17 23:49:59;1261679,47482;17050,4599499;393284,0
467;2021-May-17;futures;2021-05-17 18:44:59;466882,152604;6309,49112129;1192933,0
468;2021-May-17;commodity;2021-05-17 07:00:00;nan;nan;nan
469;2021-May-17;TOTALS;2021-05-17 23:50:05;3340323,30195;45141,4561434;3814151,0
470;2021-May-18;stock;2021-05-18 23:50:04;1715269,75809;23225,2379785;2348166,0
471;2021-May-18;currency;2021-05-18 23:49:59;1218819,73027;16503,164097;419239,0
472;2021-May-18;futures;2021-05-18 18:44:59;464912,266324;6295,04366503;1153419,0
473;2021-May-18;commodity;2021-05-18 07:00:00;nan;nan;nan
474;2021-May-18;TOTALS;2021-05-18 23:50:04;3399001,75469;46023,4457405;3920824,0
475;2021-May-19;stock;2021-05-19 23:50:05;2206667,18648;29941,5351385;2587105,0
476;2021-May-19;currency;2021-05-19 23:49:59;1409805,01094;19129,176584599998;391088,0
477;2021-May-19;futures;2021-05-19 19:24:39;692989,017218;9402,93812169;1757401,0
478;2021-May-19;commodity;2021-05-19 07:00:00;nan;nan;nan
479;2021-May-19;TOTALS;2021-05-19 23:50:05;4309461,21464;58473,649844800006;4735594,0
480;2021-May-20;stock;2021-05-20 23:50:06;2107231,54401;28600,6306379;2226773,0
481;2021-May-20;currency;2021-05-20 23:49:58;1270030,17532;17237,6234812;416766,0
482;2021-May-20;futures;2021-05-20 18:44:59;608021,510619;8252,4384634;1445052,0
483;2021-May-20;commodity;2021-05-20 07:00:00;nan;nan;nan
484;2021-May-20;TOTALS;2021-05-20 23:50:06;3985283,22995;54090,6925825;4088591,0
485;2021-May-21;stock;2021-05-21 23:50:36;1735547,6603;23580,58633;2165949,0
486;2021-May-21;currency;2021-05-21 23:49:59;1375578,39783;18689,7461279;400619,0
487;2021-May-21;futures;2021-05-21 18:44:59;547465,715414;7438,322127560001;1286410,0
488;2021-May-21;commodity;2021-05-21 07:00:00;nan;nan;nan
489;2021-May-21;TOTALS;2021-05-21 23:50:36;3658591,77355;49708,6545855;3852978,0
490;2021-May-24;stock;2021-05-24 23:50:37;1840077,44333;25007,7458685;2104266,0
491;2021-May-24;currency;2021-05-24 23:49:59;1477883,69317;20085,3175806;481445,0
492;2021-May-24;futures;2021-05-24 18:44:59;532478,16835;7236,69471788;1173237,0
493;2021-May-24;commodity;2021-05-24 07:00:00;nan;nan;nan
494;2021-May-24;TOTALS;2021-05-24 23:50:37;3850439,30485;52329,7581669;3758948,0
495;2021-May-25;stock;2021-05-25 23:50:04;1799634,62682;24475,9668857;2104788,0
496;2021-May-25;currency;2021-05-25 23:49:59;1373098,62042;18674,8553642;427635,0
497;2021-May-25;futures;2021-05-25 18:44:59;449768,072712;6117,07970601;1096187,0
498;2021-May-25;commodity;2021-05-25 07:00:00;nan;nan;nan
499;2021-May-25;TOTALS;2021-05-25 23:50:04;3622501,31995;49267,9019559;3628610,0
500;2021-May-26;stock;2021-05-26 23:50:03;1763637,14553;24028,9652956;2059611,0
501;2021-May-26;currency;2021-05-26 23:49:59;1385055,22304;18870,913425400002;393109,0
502;2021-May-26;futures;2021-05-26 18:44:59;568391,770609;7744,147465319999;1161296,0
503;2021-May-26;commodity;2021-05-26 07:00:00;nan;nan;nan
504;2021-May-26;TOTALS;2021-05-26 23:50:03;3717084,13918;50644,026186300005;3614016,0
505;2021-May-27;stock;2021-05-27 23:50:03;2216020,67195;30160,733322900003;2075399,0
506;2021-May-27;currency;2021-05-27 23:49:59;1398730,49508;19037,1588075;407299,0
507;2021-May-27;futures;2021-05-27 18:44:59;431698,813954;5875,55566079;1062659,0
508;2021-May-27;commodity;2021-05-27 07:00:00;nan;nan;nan
509;2021-May-27;TOTALS;2021-05-27 23:50:03;4046449,98098;55073,4477912;3545357,0
510;2021-May-28;stock;2021-05-28 23:50:04;1846599,33089;25138,165086;1794058,0
511;2021-May-28;currency;2021-05-28 23:49:59;1484921,16213;20214,5601858;453482,0
512;2021-May-28;futures;2021-05-28 18:44:59;488463,126239;6649,55656619;1101945,0
513;2021-May-28;commodity;2021-05-28 07:00:00;nan;nan;nan
514;2021-May-28;TOTALS;2021-05-28 23:50:04;3819983,61926;52002,281838;3349485,0
515;2021-May-31;stock;2021-05-31 23:50:13;1605609,06063;21819,1944315;1942246,0
516;2021-May-31;currency;2021-05-31 23:49:58;400880,78705;5447,712055800001;164633,0
517;2021-May-31;futures;2021-05-31 18:44:59;328664,734091;4466,34234431;764391,0
518;2021-May-31;commodity;2021-05-31 07:00:00;nan;nan;nan
519;2021-May-31;TOTALS;2021-05-31 23:50:13;2335154,58177;31733,248831599998;2871270,0
520;2021-June-1;stock;2021-06-01 23:50:39;2047546,88538;27935,1249429;2290004,0
521;2021-June-1;currency;2021-06-01 23:49:59;1369730,80633;18687,5335975;448671,0
522;2021-June-1;futures;2021-06-01 18:44:59;525808,468873;7173,71864786;1184222,0
523;2021-June-1;commodity;2021-06-01 07:00:00;nan;nan;nan
524;2021-June-1;TOTALS;2021-06-01 23:50:39;3943086,16058;53796,3771882;3922897,0
525;2021-June-2;stock;2021-06-02 23:50:38;1869591,08515;25526,5293005;2216432,0
526;2021-June-2;currency;2021-06-02 23:49:59;1234988,71685;16861,9629804;416235,0
527;2021-June-2;futures;2021-06-02 19:34:59;471187,216916;6433,37165766;1065841,0
528;2021-June-2;commodity;2021-06-02 07:00:00;nan;nan;nan
529;2021-June-2;TOTALS;2021-06-02 23:50:38;3575767,01891;48821,8639386;3698508,0
530;2021-June-3;stock;2021-06-03 23:50:40;1892011,84698;25742,393279;1942899,0
531;2021-June-3;currency;2021-06-03 23:49:59;1127486,28335;15340,387730100001;433115,0
532;2021-June-3;futures;2021-06-03 18:44:59;564686,018522;7683,02248802;1337489,0
533;2021-June-3;commodity;2021-06-03 07:00:00;nan;nan;nan
534;2021-June-3;TOTALS;2021-06-03 23:50:40;3584184,14885;48765,8034971;3713503,0
535;2021-June-4;stock;2021-06-04 23:50:37;1371037,87194;18713,7660713;1901881,0
536;2021-June-4;currency;2021-06-04 23:49:59;1135399,36555;15497,4552922;484444,0
537;2021-June-4;futures;2021-06-04 18:44:59;501055,307544;6839,0757148699995;1166074,0
538;2021-June-4;commodity;2021-06-04 07:00:00;nan;nan;nan
539;2021-June-4;TOTALS;2021-06-04 23:50:37;3007492,54503;41050,2970784;3552399,0
540;2021-June-7;stock;2021-06-07 23:50:06;1544061,453;21072,9793878;1987521,0
541;2021-June-7;currency;2021-06-07 23:49:59;1116715,59386;15240,6658723;449657,0
542;2021-June-7;futures;2021-06-07 18:44:59;373036,570661;5091,11340689;951101,0
543;2021-June-7;commodity;2021-06-07 07:00:00;nan;nan;nan
544;2021-June-7;TOTALS;2021-06-07 23:50:06;3033813,61752;41404,7586669;3388279,0
545;2021-June-8;stock;2021-06-08 23:50:38;2017809,98698;27667,991056799998;1944720,0
546;2021-June-8;currency;2021-06-08 23:49:59;1229174,38676;16854,3054895;501635,0
547;2021-June-8;futures;2021-06-08 18:44:59;487988,834333;6691,24981603;1151879,0
548;2021-June-8;commodity;2021-06-08 07:00:00;nan;nan;nan
549;2021-June-8;TOTALS;2021-06-08 23:50:38;3734973,20807;51213,5463623;3598234,0
550;2021-June-9;stock;2021-06-09 23:50:36;2035910,22073;27955,9690649;1946728,0
551;2021-June-9;currency;2021-06-09 23:49:58;1240163,13942;17029,2196621;456960,0
552;2021-June-9;futures;2021-06-09 18:44:59;440023,961942;6042,16047574;1043487,0
553;2021-June-9;commodity;2021-06-09 07:00:00;nan;nan;nan
554;2021-June-9;TOTALS;2021-06-09 23:50:36;3716097,3221;51027,349202800004;3447175,0
555;2021-June-10;stock;2021-06-10 23:50:04;1729306,2211;23990,5195421;2076707,0
556;2021-June-10;currency;2021-06-10 23:49:59;1178951,19006;16355,4905541;486838,0
557;2021-June-10;futures;2021-06-10 18:44:59;524458,135612;7275,76353909;1191184,0
558;2021-June-10;commodity;2021-06-10 07:00:00;nan;nan;nan
559;2021-June-10;TOTALS;2021-06-10 23:50:04;3432715,54678;47621,7736353;3754729,0
560;2021-June-11;stock;2021-06-11 23:50:04;1982007,88248;27452,6213199;1924667,0
561;2021-June-11;currency;2021-06-11 23:49:59;1206009,26044;16704,3309099;484070,0
