;Year;Month;Day;Name;CountTrades(K);OpenPrice;LowPrice;HighPrice;ClosePrice;WAPrice;VOLUMERUB
6;Год: 2021;Месяц: 4;День: 5;Юань-российский рубль__CETS;0.335;11,3501;11,3501;11,9299;11,6534;11,633;453779488.5
9;Год: 2021;Месяц: 4;День: 6;Юань-российский рубль__CETS;0.444;11,6479;11,632;11,8181;11,802;11,6884;798110631.0
5;Год: 2021;Месяц: 4;День: 2;Доллар США-российский рубль__CETS;26.58;76,2;75,925;76,5525;76,5525;76,2072;94211257750.0
9;Год: 2021;Месяц: 4;День: 5;Доллар США-российский рубль__CETS;41.952;76,4;75,9875;76,74;76,39;76,3748;133964737485.0
13;Год: 2021;Месяц: 4;День: 6;Доллар США-российский рубль__CETS;65.614;76,39;76,1775;77,345;77,265;76,8042;247548609542.5
5;Год: 2021;Месяц: 4;День: 2;Евро-российский рубль__CETS;4.814;89,63;89,3;89,975;89,95;89,7264;10941863502.5
9;Год: 2021;Месяц: 4;День: 5;Евро-российский рубль__CETS;8.211;89,95;89,5;90,33;90,245;89,9054;29105354562.5
13;Год: 2021;Месяц: 4;День: 6;Евро-российский рубль__CETS;11.627;89,95;89,95;91,7375;91,735;90,7666;47039694362.5
3;Год: 2021;Месяц: 4;День: 7;Юань-российский рубль__CETS;0.515;11,7101;11,7101;11,9243;11,75;11,8592;1343996858.3
6;Год: 2021;Месяц: 4;День: 8;Юань-российский рубль__CETS;0.432;11,7485;11,6871;11,7992;11,7235;11,7566;998874780.9
9;Год: 2021;Месяц: 4;День: 9;Юань-российский рубль__CETS;0.477;11,721;11,721;11,8144;11,7935;11,7542;2919164608.8
5;Год: 2021;Месяц: 4;День: 7;Доллар США-российский рубль__CETS;87.536;77,22;76,8325;78,045;76,98;77,5392;354188302042.5
9;Год: 2021;Месяц: 4;День: 8;Доллар США-российский рубль__CETS;52.118;76,96;76,62;77,39;76,855;76,9949;227442796310.0
13;Год: 2021;Месяц: 4;День: 9;Доллар США-российский рубль__CETS;48.379;76,8875;76,8475;77,48;77,395;77,2521;209572869925.0
5;Год: 2021;Месяц: 4;День: 7;Евро-российский рубль__CETS;13.832;91,255;91,2025;92,7475;91,395;92,1957;55578870312.5
9;Год: 2021;Месяц: 4;День: 8;Евро-российский рубль__CETS;6.938;91,395;91,1;91,915;91,555;91,4957;29962751275.0
13;Год: 2021;Месяц: 4;День: 9;Евро-российский рубль__CETS;6.458;91,62;91,5775;92,2125;92,145;91,8518;26181803605.0
0;Год: 2021;Месяц: 4;День: 12;Юань-российский рубль__CETS;0.345;11,8324;11,7721;11,8548;11,812;11,8008;701229806.8
3;Год: 2021;Месяц: 4;День: 13;Юань-российский рубль__CETS;0.457;11,7001;11,59;11,8279;11,6155;11,7365;723411808.3
6;Год: 2021;Месяц: 4;День: 14;Юань-российский рубль__CETS;0.395;11,6094;11,5356;11,635;11,608;11,5819;1282725421.9
9;Год: 2021;Месяц: 4;День: 15;Юань-российский рубль__CETS;0.483;11,63;11,63;11,86;11,7;11,7529;1320593248.3
12;Год: 2021;Месяц: 4;День: 16;Юань-российский рубль__CETS;0.504;11,6711;11,5494;11,7149;11,611;11,5952;1355932385.8
1;Год: 2021;Месяц: 4;День: 12;Доллар США-российский рубль__CETS;49.859;77,395;77,0675;77,7575;77,385;77,3791;195308045937.5
5;Год: 2021;Месяц: 4;День: 13;Доллар США-российский рубль__CETS;74.692;77,44;75,8125;77,575;75,94;76,7899;277927787240.0
9;Год: 2021;Месяц: 4;День: 14;Доллар США-российский рубль__CETS;55.209;76,0475;75,4525;76,115;75,87;75,6783;221830309972.5
13;Год: 2021;Месяц: 4;День: 15;Доллар США-российский рубль__CETS;115.81;75,87;75,8225;77,5475;76,325;76,7709;498185830505.0
17;Год: 2021;Месяц: 4;День: 16;Доллар США-российский рубль__CETS;64.741;76,35;75,315;76,51;75,8175;75,7273;296728644322.5
1;Год: 2021;Месяц: 4;День: 12;Евро-российский рубль__CETS;6.018;92,145;91,6675;92,4475;92,17;92,0617;23440575310.0
5;Год: 2021;Месяц: 4;День: 13;Евро-российский рубль__CETS;9.069;92,0;90,5475;92,21;90,76;91,5196;37275182245.0
9;Год: 2021;Месяц: 4;День: 14;Евро-российский рубль__CETS;6.777;90,7975;90,2725;90,9825;90,94;90,5489;40050844467.5
13;Год: 2021;Месяц: 4;День: 15;Евро-российский рубль__CETS;13.492;91,7375;90,98;92,85;91,36;91,9198;66672710185.0
17;Год: 2021;Месяц: 4;День: 16;Евро-российский рубль__CETS;7.046;91,36;90,1475;91,58;90,85;90,6994;29026083660.0
3;Год: 2021;Месяц: 4;День: 19;Юань-российский рубль__CETS;0.344;11,94;11,6305;11,94;11,7269;11,7035;818662964.7
6;Год: 2021;Месяц: 4;День: 20;Юань-российский рубль__CETS;0.406;11,7395;11,7;11,8538;11,8145;11,7858;780749153.7
9;Год: 2021;Месяц: 4;День: 21;Юань-российский рубль__CETS;0.319;11,8381;11,753;11,8602;11,796;11,8176;785457704.9
5;Год: 2021;Месяц: 4;День: 19;Доллар США-российский рубль__CETS;46.606;76,0;75,7725;76,44;76,35;76,236;203180820865.0
9;Год: 2021;Месяц: 4;День: 20;Доллар США-российский рубль__CETS;58.518;76,335;75,9325;77,07;76,83;76,4896;254561564665.0
13;Год: 2021;Месяц: 4;День: 21;Доллар США-российский рубль__CETS;52.725;76,8675;76,3325;77,07;76,6;76,7321;236502831595.0
5;Год: 2021;Месяц: 4;День: 19;Евро-российский рубль__CETS;6.193;91,4375;90,53;91,99;91,925;91,6183;28693387135.0
9;Год: 2021;Месяц: 4;День: 20;Евро-российский рубль__CETS;7.689;91,98;91,66;92,745;92,4175;92,2425;31497407600.0
13;Год: 2021;Месяц: 4;День: 21;Евро-российский рубль__CETS;5.737;92,4175;91,6525;92,6;92,18;92,1763;27016587282.5
3;Год: 2021;Месяц: 4;День: 22;Юань-российский рубль__CETS;0.418;11,808;11,5975;11,838;11,616;11,708;1050147697.4
6;Год: 2021;Месяц: 4;День: 23;Юань-российский рубль__CETS;0.488;11,6311;11,5137;11,6381;11,56;11,5613;1304732784.3
9;Год: 2021;Месяц: 4;День: 26;Юань-российский рубль__CETS;0.387;11,8449;11,5141;11,8449;11,59;11,5625;581986699.2
5;Год: 2021;Месяц: 4;День: 22;Доллар США-российский рубль__CETS;80.659;76,67;75,235;76,785;75,4175;75,9099;326058849912.5
9;Год: 2021;Месяц: 4;День: 23;Доллар США-российский рубль__CETS;64.817;75,4175;74,65;75,6;74,98;75,0056;255088105657.5
13;Год: 2021;Месяц: 4;День: 26;Доллар США-российский рубль__CETS;45.63;75,4475;74,63;75,5;74,97;74,8906;164213710990.0
5;Год: 2021;Месяц: 4;День: 22;Евро-российский рубль__CETS;9.242;92,455;90,39;92,455;90,63;91,2642;37179650012.5
9;Год: 2021;Месяц: 4;День: 23;Евро-российский рубль__CETS;7.894;90,8375;90,04;90,95;90,68;90,4361;39972862620.0
13;Год: 2021;Месяц: 4;День: 26;Евро-российский рубль__CETS;5.485;91,08;90,28;91,08;90,6525;90,5607;23547873355.0
3;Год: 2021;Месяц: 4;День: 27;Юань-российский рубль__CETS;0.315;11,5676;11,5416;11,5982;11,566;11,5649;587497818.8
6;Год: 2021;Месяц: 4;День: 28;Юань-российский рубль__CETS;0.389;11,5624;11,49;11,5709;11,495;11,537;1136316934.4
9;Год: 2021;Месяц: 4;День: 29;Юань-российский рубль__CETS;0.406;11,4999;11,4836;11,5664;11,5435;11,5021;1256993412.1
12;Год: 2021;Месяц: 4;День: 30;Юань-российский рубль__CETS;0.581;11,5899;11,5001;11,631;11,62;11,5919;1046427663.3
5;Год: 2021;Месяц: 4;День: 27;Доллар США-российский рубль__CETS;38.147;74,9775;74,7825;75,17;74,89;74,949;157244226015.0
9;Год: 2021;Месяц: 4;День: 28;Доллар США-российский рубль__CETS;50.415;74,915;74,34;75,0025;74,4125;74,7311;188128659032.5
13;Год: 2021;Месяц: 4;День: 29;Доллар США-российский рубль__CETS;45.937;74,4;74,19;74,74;74,635;74,4094;185987101272.5
17;Год: 2021;Месяц: 4;День: 30;Доллар США-российский рубль__CETS;52.263;74,74;74,4525;75,2475;75,21;74,9775;225276883077.5
5;Год: 2021;Месяц: 4;День: 27;Евро-российский рубль__CETS;4.899;90,495;90,28;90,725;90,5725;90,4891;25139782542.5
9;Год: 2021;Месяц: 4;День: 28;Евро-российский рубль__CETS;5.872;90,5475;89,9875;90,5475;90,19;90,2408;26049003247.5
13;Год: 2021;Месяц: 4;День: 29;Евро-российский рубль__CETS;5.271;90,22;89,92;90,5425;90,4575;90,1726;28777591550.0
17;Год: 2021;Месяц: 4;День: 30;Евро-российский рубль__CETS;5.144;90,52;90,23;90,845;90,39;90,5941;22232979377.5
0;Год: 2021;Месяц: 5;День: 4;Юань-российский рубль__CETS;0.292;11,53;11,5271;11,63;11,554;11,5818;361201387.2
3;Год: 2021;Месяц: 5;День: 5;Юань-российский рубль__CETS;0.269;11,5286;11,4992;11,5525;11,5415;11,532;645894860.5
6;Год: 2021;Месяц: 5;День: 6;Юань-российский рубль__CETS;0.351;11,5594;11,4761;11,5634;11,4844;11,5205;961431170.0
1;Год: 2021;Месяц: 5;День: 4;Доллар США-российский рубль__CETS;43.213;75,1675;74,7;75,3625;74,8425;75,0446;166240217295.0
5;Год: 2021;Месяц: 5;День: 5;Доллар США-российский рубль__CETS;32.051;74,8225;74,5825;74,9975;74,86;74,7912;124301260785.0
9;Год: 2021;Месяц: 5;День: 6;Доллар США-российский рубль__CETS;42.031;74,84;74,2;74,9;74,23;74,5087;162985328657.5
1;Год: 2021;Месяц: 5;День: 4;Евро-российский рубль__CETS;5.92;90,395;89,83;90,63;89,9425;90,1943;27806988127.5
5;Год: 2021;Месяц: 5;День: 5;Евро-российский рубль__CETS;4.976;89,9425;89,4275;89,9675;89,8775;89,7118;22234701347.5
9;Год: 2021;Месяц: 5;День: 6;Евро-российский рубль__CETS;4.875;90,0;89,4275;90,4725;89,57;89,7451;19639183922.5
3;Год: 2021;Месяц: 5;День: 7;Юань-российский рубль__CETS;0.369;11,5029;11,46;11,5242;11,5015;11,4911;498416134.9
6;Год: 2021;Месяц: 5;День: 10;Юань-российский рубль__CETS;0.204;11,48;11,45;11,576;11,5741;11,5304;89521720.0
9;Год: 2021;Месяц: 5;День: 11;Юань-российский рубль__CETS;0.27;11,5799;11,5041;11,5829;11,5284;11,5283;646712175.0
5;Год: 2021;Месяц: 5;День: 7;Доллар США-российский рубль__CETS;55.493;73,9625;72,0025;74,55;73,785;74,0029;204570700697.5
9;Год: 2021;Месяц: 5;День: 10;Доллар США-российский рубль__CETS;34.81;73,785;73,5125;74,3575;74,35;73,9825;76298662125.0
13;Год: 2021;Месяц: 5;День: 11;Доллар США-российский рубль__CETS;45.386;74,305;73,82;74,425;74,11;74,0871;173590751037.5
5;Год: 2021;Месяц: 5;День: 7;Евро-российский рубль__CETS;5.669;89,385;89,34;89,81;89,775;89,5619;24317926077.5
9;Год: 2021;Месяц: 5;День: 10;Евро-российский рубль__CETS;4.805;89,775;89,26;90,275;90,21;89,8971;10450808342.5
13;Год: 2021;Месяц: 5;День: 11;Евро-российский рубль__CETS;5.427;90,27;89,81;90,365;90,045;90,0802;31856141562.5
3;Год: 2021;Месяц: 5;День: 12;Юань-российский рубль__CETS;0.269;11,5251;11,4861;11,5679;11,56;11,5214;519314762.5
6;Год: 2021;Месяц: 5;День: 13;Юань-российский рубль__CETS;0.316;11,548;11,4551;11,5499;11,485;11,513;973612098.1
9;Год: 2021;Месяц: 5;День: 14;Юань-российский рубль__CETS;0.276;11,5004;11,458;11,5119;11,4909;11,4929;441765783.9
5;Год: 2021;Месяц: 5;День: 12;Доллар США-российский рубль__CETS;51.247;74,11;73,92;74,67;74,63;74,2816;227568238685.0
9;Год: 2021;Месяц: 5;День: 13;Доллар США-российский рубль__CETS;51.935;74,65;73,8075;74,65;74,0775;74,2011;201055359930.0
13;Год: 2021;Месяц: 5;День: 14;Доллар США-российский рубль__CETS;40.099;74,0775;73,72;74,2475;74,0125;73,9564;169246389767.5
5;Год: 2021;Месяц: 5;День: 12;Евро-российский рубль__CETS;6.718;90,0525;89,705;90,2025;90,13;89,9532;31350494407.5
9;Год: 2021;Месяц: 5;День: 13;Евро-российский рубль__CETS;8.466;90,0725;89,18;90,0725;89,45;89,5829;33226305317.5
13;Год: 2021;Месяц: 5;День: 14;Евро-российский рубль__CETS;4.635;89,45;89,3975;89,88;89,87;89,6502;18076165870.0
0;Год: 2021;Месяц: 5;День: 17;Юань-российский рубль__CETS;0.277;11,4974;11,446;11,5035;11,46;11,4756;505651536.2
3;Год: 2021;Месяц: 5;День: 18;Юань-российский рубль__CETS;0.297;11,4769;11,458;11,505;11,464;11,4792;749100538.0
6;Год: 2021;Месяц: 5;День: 19;Юань-российский рубль__CETS;0.328;11,4744;11,4397;11,4856;11,46;11,4577;1032748998.4
9;Год: 2021;Месяц: 5;День: 20;Юань-российский рубль__CETS;0.326;11,4709;11,4201;11,4709;11,438;11,4403;805658285.6
12;Год: 2021;Месяц: 5;День: 21;Юань-российский рубль__CETS;0.323;11,4238;11,4082;11,4499;11,4418;11,425;1041117554.2
1;Год: 2021;Месяц: 5;День: 17;Доллар США-российский рубль__CETS;38.754;74,0;73,71;74,135;73,8;73,9538;144398988755.0
5;Год: 2021;Месяц: 5;День: 18;Доллар США-российский рубль__CETS;47.208;73,88;73,54;73,945;73,7;73,7236;162002061780.0
9;Год: 2021;Месяц: 5;День: 19;Доллар США-российский рубль__CETS;49.159;73,7025;73,5275;73,9;73,79;73,7318;205007732882.5
13;Год: 2021;Месяц: 5;День: 20;Доллар США-российский рубль__CETS;45.052;73,9;73,445;73,94;73,53;73,6159;167187466565.0
17;Год: 2021;Месяц: 5;День: 21;Доллар США-российский рубль__CETS;48.327;73,5725;73,36;73,6975;73,5975;73,4967;200003712557.5
1;Год: 2021;Месяц: 5;День: 17;Евро-российский рубль__CETS;5.608;89,88;89,505;90,155;89,67;89,8664;26717193662.5
5;Год: 2021;Месяц: 5;День: 18;Евро-российский рубль__CETS;5.519;89,74;89,6625;90,31;90,13;90,0177;21556357127.5
9;Год: 2021;Месяц: 5;День: 19;Евро-российский рубль__CETS;6.475;90,2425;89,79;90,29;89,95;90,0726;40083939550.0
13;Год: 2021;Месяц: 5;День: 20;Евро-российский рубль__CETS;5.395;90,1;89,6775;90,15;89,9125;89,8051;26134553537.5
17;Год: 2021;Месяц: 5;День: 21;Евро-российский рубль__CETS;6.304;89,975;89,3575;90,1125;89,62;89,723;26680759217.5
3;Год: 2021;Месяц: 5;День: 24;Юань-российский рубль__CETS;0.394;11,4426;11,43;11,5014;11,468;11,4576;1175977412.6
6;Год: 2021;Месяц: 5;День: 25;Юань-российский рубль__CETS;0.287;11,4734;11,44;11,486;11,4679;11,4689;636180617.5
9;Год: 2021;Месяц: 5;День: 26;Юань-российский рубль__CETS;0.336;11,5;11,4775;11,5497;11,5135;11,5179;1100715459.7
5;Год: 2021;Месяц: 5;День: 24;Доллар США-российский рубль__CETS;50.3;73,6;73,415;73,8575;73,4925;73,6019;210016695627.5
9;Год: 2021;Месяц: 5;День: 25;Доллар США-российский рубль__CETS;40.812;73,4925;73,195;73,595;73,5;73,3925;145947789302.5
13;Год: 2021;Месяц: 5;День: 26;Доллар США-российский рубль__CETS;42.16;73,445;73,2625;73,72;73,51;73,5253;187348436917.5
5;Год: 2021;Месяц: 5;День: 24;Евро-российский рубль__CETS;7.284;89,745;89,505;90,19;89,755;89,8817;36150784435.0
9;Год: 2021;Месяц: 5;День: 25;Евро-российский рубль__CETS;5.285;89,6925;89,685;90,0825;90,035;89,9259;23012225057.5
13;Год: 2021;Месяц: 5;День: 26;Евро-российский рубль__CETS;6.522;89,96;89,5875;90,165;89,64;89,917;27081025805.0
3;Год: 2021;Месяц: 5;День: 27;Юань-российский рубль__CETS;0.314;11,529;11,506;11,549;11,535;11,5315;1393011102.8
